Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category
Albania,Shijak,56,Moderate,1,Good,44,Good,1,Good,56,Moderate
Russian Federation,Shimanovsk,35,Good,1,Good,35,Good,0,Good,25,Good
Kazakhstan,Shubarkuduk,40,Good,1,Good,40,Good,0,Good,29,Good
Poland,Skoczow,90,Moderate,1,Good,39,Good,2,Good,90,Moderate
Belarus,Slonim,32,Good,1,Good,32,Good,0,Good,17,Good
Brazil,Sombrio,109,Unhealthy For Sensitive Groups,3,Good,13,Good,4,Good,109,Unhealthy For Sensitive Groups
India,Sopur,108,Unhealthy For Sensitive Groups,1,Good,49,Good,0,Good,108,Unhealthy For Sensitive Groups
United States Of America,South Salt Lake,45,Good,1,Good,18,Good,10,Good,45,Good
Serbia,Srbobran,105,Unhealthy For Sensitive Groups,1,Good,45,Good,0,Good,105,Unhealthy For Sensitive Groups
Indonesia,Stabat,55,Moderate,2,Good,41,Good,0,Good,55,Moderate
Thailand,Sukhothai,76,Moderate,1,Good,24,Good,0,Good,76,Moderate
Bosnia And Herzegovina,Sanski Most,57,Moderate,1,Good,32,Good,0,Good,57,Moderate
Portugal,Santa Iria De Azoia,40,Good,1,Good,40,Good,2,Good,16,Good
Iran (Islamic Republic Of),Saqqez,54,Moderate,1,Good,46,Good,0,Good,54,Moderate
Hungary,Godollo,64,Moderate,1,Good,64,Moderate,0,Good,59,Moderate
Mauritius,Goodlands,55,Moderate,0,Good,27,Good,0,Good,55,Moderate
India,Govardhan,178,Unhealthy,5,Good,40,Good,13,Good,178,Unhealthy
India,Gurdaha,156,Unhealthy,4,Good,19,Good,11,Good,156,Unhealthy
United States Of America,Guymon,41,Good,1,Good,27,Good,1,Good,41,Good
India,Hadgaon,161,Unhealthy,2,Good,34,Good,3,Good,161,Unhealthy
Germany,Halver,55,Moderate,1,Good,45,Good,0,Good,55,Moderate
Canada,Hawkesbury,37,Good,1,Good,24,Good,0,Good,37,Good
France,Hayange,66,Moderate,1,Good,54,Moderate,0,Good,66,Moderate
Belgium,Herzele,51,Moderate,1,Good,37,Good,2,Good,51,Moderate
United States Of America,Homewood,85,Moderate,1,Good,85,Moderate,2,Good,47,Good
Japan,Honjo,77,Moderate,3,Good,23,Good,7,Good,77,Moderate
Germany,Horb,63,Moderate,1,Good,52,Moderate,0,Good,63,Moderate
Peru,Huamachuco,11,Good,0,Good,11,Good,0,Good,10,Good
Slovakia,Humenne,66,Moderate,1,Good,52,Moderate,0,Good,66,Moderate
United States Of America,Hurst,73,Moderate,2,Good,39,Good,4,Good,73,Moderate
United Kingdom Of Great Britain And Northern Ireland,Hyde,39,Good,1,Good,37,Good,1,Good,39,Good
Brazil,Ibitinga,65,Moderate,1,Good,24,Good,1,Good,65,Moderate
Brazil,Igarapava,36,Good,1,Good,23,Good,0,Good,36,Good
South Africa,Ilinge,46,Good,1,Good,12,Good,1,Good,46,Good
Germany,Illertissen,64,Moderate,1,Good,56,Moderate,0,Good,64,Moderate
Brazil,Iraucuba,31,Good,0,Good,21,Good,0,Good,31,Good
Japan,Isshiki,85,Moderate,2,Good,33,Good,9,Good,85,Moderate
Colombia,Istmina,19,Good,1,Good,19,Good,0,Good,14,Good
Brazil,Itanhandu,42,Good,1,Good,20,Good,0,Good,42,Good
Brazil,Itirapina,61,Moderate,1,Good,24,Good,0,Good,61,Moderate
Brazil,Jacarezinho,39,Good,1,Good,20,Good,0,Good,39,Good
Poland,Janow Lubelski,54,Moderate,1,Good,47,Good,0,Good,54,Moderate
India,Jaora,164,Unhealthy,1,Good,30,Good,3,Good,164,Unhealthy
Brazil,Jataizinho,33,Good,1,Good,18,Good,0,Good,33,Good
Lebanon,Jazzin,57,Moderate,1,Good,47,Good,2,Good,57,Moderate
State Of Palestine,Jerusalem,86,Moderate,1,Good,85,Moderate,2,Good,86,Moderate
Ethiopia,Jinka,38,Good,1,Good,13,Good,0,Good,38,Good
India,Kanker,156,Unhealthy,2,Good,47,Good,1,Good,156,Unhealthy
Hungary,Kaposvar,66,Moderate,1,Good,66,Moderate,0,Good,54,Moderate
Turkey,Karakose,59,Moderate,1,Good,40,Good,0,Good,59,Moderate
Zimbabwe,Karoi,25,Good,0,Good,25,Good,0,Good,25,Good
Hungary,Kazincbarcika,63,Moderate,1,Good,50,Good,0,Good,63,Moderate
India,Khaga,176,Unhealthy,4,Good,101,Unhealthy For Sensitive Groups,5,Good,176,Unhealthy
Russian Federation,Khanskaya,46,Good,1,Good,46,Good,1,Good,28,Good
Thailand,Chom Bung,22,Good,0,Good,22,Good,0,Good,22,Good
Switzerland,Chur,34,Good,1,Good,26,Good,1,Good,34,Good
Italy,Collecchio,84,Moderate,1,Good,34,Good,5,Good,84,Moderate
Germany,Cologne,53,Moderate,1,Good,35,Good,2,Good,53,Moderate
United States Of America,Connersville,60,Moderate,2,Good,24,Good,12,Good,60,Moderate
Brazil,Cordeiro,56,Moderate,1,Good,10,Good,4,Good,56,Moderate
United States Of America,Covina,112,Unhealthy For Sensitive Groups,4,Good,6,Good,33,Good,112,Unhealthy For Sensitive Groups
Serbia,Crvenka,103,Unhealthy For Sensitive Groups,1,Good,42,Good,0,Good,103,Unhealthy For Sensitive Groups
China,Cuiluan,52,Moderate,1,Good,38,Good,0,Good,52,Moderate
Paraguay,Curuguaty,18,Good,1,Good,13,Good,0,Good,18,Good
Brazil,Cururupu,52,Moderate,1,Good,22,Good,0,Good,52,Moderate
China,Caohai,51,Moderate,1,Good,19,Good,2,Good,51,Moderate
Italy,Casal Di Principe,59,Moderate,1,Good,55,Moderate,3,Good,59,Moderate
Italy,Casalmaggiore,79,Moderate,2,Good,44,Good,4,Good,79,Moderate
Italy,Castelfranco Veneto,59,Moderate,2,Good,48,Good,3,Good,59,Moderate
Venezuela (Bolivarian Republic Of),Catia La Mar,43,Good,1,Good,18,Good,6,Good,43,Good
Turkey,Ceyhan,60,Moderate,1,Good,42,Good,0,Good,60,Moderate
Italy,Desio,73,Moderate,2,Good,28,Good,8,Good,73,Moderate
Belgium,Dilbeek,48,Good,1,Good,27,Good,4,Good,48,Good
Germany,Dinkelsbuhl,53,Moderate,1,Good,32,Good,5,Good,53,Moderate
Mexico,Dolores Hidalgo,77,Moderate,1,Good,17,Good,4,Good,77,Moderate
China,Dunhua,53,Moderate,2,Good,35,Good,0,Good,53,Moderate
Russian Federation,Dzhalil,46,Good,1,Good,26,Good,1,Good,46,Good
United States Of America,East Peoria,48,Good,2,Good,25,Good,6,Good,48,Good
United States Of America,Eau Claire,36,Good,1,Good,34,Good,2,Good,36,Good
United States Of America,Edinburg,156,Unhealthy,3,Good,15,Good,6,Good,156,Unhealthy
Germany,Eggenstein Leopoldshafen,47,Good,1,Good,35,Good,3,Good,47,Good
United States Of America,El Centro,37,Good,1,Good,31,Good,6,Good,37,Good
Mexico,El Grullo,26,Good,1,Good,11,Good,2,Good,26,Good
Russian Federation,Elkhotovo,40,Good,1,Good,40,Good,1,Good,38,Good
Italy,Empoli,67,Moderate,1,Good,47,Good,3,Good,67,Moderate
Italy,Torre Santa Susanna,47,Good,1,Good,47,Good,1,Good,37,Good
Indonesia,Trucuk,66,Moderate,1,Good,35,Good,1,Good,66,Moderate
Japan,Tsurugashima,63,Moderate,1,Good,50,Good,2,Good,63,Moderate
Mexico,Tulancingo,166,Unhealthy,2,Good,10,Good,6,Good,166,Unhealthy
Hungary,Turkeve,53,Moderate,1,Good,41,Good,1,Good,53,Moderate
United Republic Of Tanzania,Ulenje,26,Good,0,Good,20,Good,0,Good,26,Good
Myanmar,Thongwa,38,Good,0,Good,25,Good,0,Good,38,Good
India,Tilhar,156,Unhealthy,3,Good,112,Unhealthy For Sensitive Groups,1,Good,156,Unhealthy
Mexico,Tlapa,64,Moderate,1,Good,15,Good,3,Good,64,Moderate
India,Toda Bhim,193,Unhealthy,2,Good,95,Moderate,1,Good,193,Unhealthy
United States Of America,Glassboro,52,Moderate,2,Good,22,Good,13,Good,52,Moderate
Germany,Goppingen,63,Moderate,1,Good,30,Good,2,Good,63,Moderate
United States Of America,Grand Island,52,Moderate,1,Good,31,Good,2,Good,52,Moderate
Germany,Greven,37,Good,0,Good,33,Good,1,Good,37,Good
Germany,Grevenbroich,43,Good,1,Good,26,Good,4,Good,43,Good
Italy,Grezzana,127,Unhealthy For Sensitive Groups,2,Good,31,Good,6,Good,127,Unhealthy For Sensitive Groups
Netherlands,Groesbeek,38,Good,0,Good,32,Good,2,Good,38,Good
United States Of America,West Carson,90,Moderate,2,Good,12,Good,29,Good,90,Moderate
United States Of America,West Lafayette,61,Moderate,2,Good,21,Good,12,Good,61,Moderate
Germany,Wetter,62,Moderate,2,Good,26,Good,8,Good,62,Moderate
United States Of America,White Oak,71,Moderate,2,Good,26,Good,15,Good,71,Moderate
United States Of America,Whitefish Bay,50,Good,1,Good,22,Good,10,Good,50,Good
Netherlands,Wijchen,38,Good,1,Good,21,Good,7,Good,38,Good
United States Of America,Wilmington Island,54,Moderate,1,Good,37,Good,5,Good,54,Moderate
United States Of America,Windsor Locks,58,Moderate,2,Good,21,Good,12,Good,58,Moderate
China,Xinqing,48,Good,1,Good,32,Good,0,Good,48,Good
China,Xuzhou,184,Unhealthy,4,Good,184,Unhealthy,6,Good,166,Unhealthy
Netherlands,Zandvoort,55,Moderate,1,Good,37,Good,4,Good,55,Moderate
Czechia,Zatec,75,Moderate,1,Good,38,Good,3,Good,75,Moderate
China,Zhoucheng,86,Moderate,2,Good,52,Moderate,0,Good,86,Moderate
Mexico,Teoloyucan,160,Unhealthy,4,Good,7,Good,15,Good,160,Unhealthy
India,Thalassery,71,Moderate,1,Good,23,Good,0,Good,71,Moderate
Germany,Zulpich,58,Moderate,1,Good,35,Good,3,Good,58,Moderate
Thailand,Pran Buri,35,Good,0,Good,18,Good,0,Good,35,Good
United States Of America,Prescott Valley,37,Good,1,Good,13,Good,5,Good,37,Good
Mexico,Puerto Escondido,50,Good,1,Good,20,Good,1,Good,50,Good
Croatia,Pula,43,Good,1,Good,43,Good,0,Good,17,Good
China,Puqi,151,Unhealthy,3,Good,151,Unhealthy,2,Good,83,Moderate
Chile,Quilpue,122,Unhealthy For Sensitive Groups,4,Good,14,Good,11,Good,122,Unhealthy For Sensitive Groups
Iran (Islamic Republic Of),Rafsanjan,163,Unhealthy,1,Good,53,Moderate,0,Good,163,Unhealthy
United States Of America,Rancho San Diego,64,Moderate,2,Good,10,Good,22,Good,64,Moderate
Denmark,Randers,33,Good,1,Good,33,Good,1,Good,25,Good
India,Ranir Bazar,70,Moderate,3,Good,36,Good,3,Good,70,Moderate
Spain,Redondela,27,Good,0,Good,27,Good,2,Good,18,Good
Iran (Islamic Republic Of),Rehnan,118,Unhealthy For Sensitive Groups,1,Good,71,Moderate,1,Good,118,Unhealthy For Sensitive Groups
Brazil,Rio Do Sul,65,Moderate,2,Good,4,Good,4,Good,65,Moderate
Pakistan,Risalpur,110,Unhealthy For Sensitive Groups,2,Good,107,Unhealthy For Sensitive Groups,3,Good,110,Unhealthy For Sensitive Groups
Italy,Romano Di Lombardia,112,Unhealthy For Sensitive Groups,2,Good,29,Good,7,Good,112,Unhealthy For Sensitive Groups
Germany,Ronnenberg,37,Good,0,Good,33,Good,1,Good,37,Good
Mexico,Rosarito,53,Moderate,1,Good,27,Good,11,Good,53,Moderate
Libya,Sabratah,94,Moderate,1,Good,35,Good,1,Good,94,Moderate
France,Saint Etienne,28,Good,1,Good,21,Good,5,Good,28,Good
France,Saint Saulve,51,Moderate,1,Good,23,Good,5,Good,51,Moderate
United Republic Of Tanzania,Same,28,Good,1,Good,15,Good,0,Good,28,Good
United States Of America,San Benito,124,Unhealthy For Sensitive Groups,2,Good,18,Good,5,Good,124,Unhealthy For Sensitive Groups
Venezuela (Bolivarian Republic Of),San Juan De Colon,55,Moderate,1,Good,6,Good,5,Good,55,Moderate
Italy,San Martino Buon Albergo,125,Unhealthy For Sensitive Groups,2,Good,31,Good,6,Good,125,Unhealthy For Sensitive Groups
Philippines,San Nicolas,62,Moderate,1,Good,23,Good,1,Good,62,Moderate
India,Sandur,57,Moderate,0,Good,24,Good,0,Good,57,Moderate
Spain,Sant Just Desvern,62,Moderate,1,Good,23,Good,9,Good,62,Moderate
Italy,Santa Marinella,37,Good,1,Good,37,Good,2,Good,19,Good
Brazil,Sao Paulo De Olivenca,19,Good,1,Good,3,Good,0,Good,19,Good
United States Of America,Sapulpa,71,Moderate,1,Good,31,Good,2,Good,71,Moderate
Bangladesh,Satkhira,171,Unhealthy,6,Good,81,Moderate,6,Good,171,Unhealthy
Brazil,Saubara,26,Good,0,Good,16,Good,2,Good,26,Good
Thailand,Sawankhalok,73,Moderate,0,Good,23,Good,0,Good,73,Moderate
Kazakhstan,Shakhtinsk,41,Good,1,Good,32,Good,0,Good,41,Good
Russian Federation,Onokhoy,52,Moderate,1,Good,31,Good,0,Good,52,Moderate
Germany,Ottweiler,52,Moderate,1,Good,30,Good,3,Good,52,Moderate
Brazil,Palmeira,29,Good,0,Good,15,Good,0,Good,29,Good
Romania,Pantelimon,50,Good,1,Good,37,Good,4,Good,50,Good
United States Of America,Park Forest,53,Moderate,2,Good,32,Good,9,Good,53,Moderate
Brazil,Pato Branco,17,Good,1,Good,17,Good,0,Good,13,Good
Indonesia,Payakumbuh,61,Moderate,1,Good,25,Good,0,Good,61,Moderate
United States Of America,Pflugerville,29,Good,1,Good,20,Good,2,Good,29,Good
Brazil,Pilar Do Sul,68,Moderate,1,Good,9,Good,4,Good,68,Moderate
India,Pilibanga,500,Hazardous,1,Good,43,Good,0,Good,470,Hazardous
Italy,Polistena,59,Moderate,1,Good,43,Good,3,Good,59,Moderate
India,Pollachi,61,Moderate,0,Good,21,Good,0,Good,61,Moderate
Haiti,Port Au Prince,90,Moderate,2,Good,14,Good,7,Good,90,Moderate
Japan,Shiojiri,42,Good,1,Good,42,Good,0,Good,10,Good
India,Sikandarpur,186,Unhealthy,5,Good,182,Unhealthy,1,Good,186,Unhealthy
Colombia,Sincelejo,62,Moderate,2,Good,1,Good,8,Good,62,Moderate
India,Sirsi,54,Moderate,0,Good,24,Good,0,Good,54,Moderate
United States Of America,Smyrna,70,Moderate,1,Good,28,Good,5,Good,70,Moderate
Madagascar,Soavinandriana,44,Good,1,Good,21,Good,0,Good,44,Good
United States Of America,Solana Beach,66,Moderate,2,Good,7,Good,24,Good,66,Moderate
United States Of America,Swansea,34,Good,1,Good,24,Good,8,Good,34,Good
United Kingdom Of Great Britain And Northern Ireland,Swindon,50,Good,1,Good,21,Good,6,Good,50,Good
Canada,Sylvan Lake,39,Good,1,Good,39,Good,0,Good,10,Good
United States Of America,Syosset,69,Moderate,2,Good,13,Good,24,Good,69,Moderate
Japan,Takarazuka,42,Good,1,Good,42,Good,2,Good,19,Good
Japan,Takeo,49,Good,1,Good,49,Good,0,Good,36,Good
Japan,Taketa,50,Good,1,Good,50,Good,0,Good,34,Good
Côte D'Ivoire,Tanda,54,Moderate,1,Good,17,Good,0,Good,54,Moderate
Indonesia,Tanggulangin,165,Unhealthy,3,Good,111,Unhealthy For Sensitive Groups,1,Good,165,Unhealthy
Romania,Targu Neamt,69,Moderate,1,Good,39,Good,0,Good,69,Moderate
Brazil,Nova Granada,37,Good,1,Good,9,Good,2,Good,37,Good
Russian Federation,Novosineglazovskiy,40,Good,1,Good,36,Good,0,Good,40,Good
Germany,Oberhausen,42,Good,1,Good,30,Good,2,Good,42,Good
Venezuela (Bolivarian Republic Of),Ocumare Del Tuy,116,Unhealthy For Sensitive Groups,2,Good,11,Good,10,Good,116,Unhealthy For Sensitive Groups
Portugal,Olhao,39,Good,1,Good,39,Good,1,Good,24,Good
United States Of America,South Milwaukee,59,Moderate,2,Good,13,Good,25,Good,59,Moderate
India,Srivilliputtur,50,Good,0,Good,24,Good,0,Good,50,Good
Republic Of North Macedonia,Stip,66,Moderate,1,Good,40,Good,0,Good,66,Moderate
India,Kannod,150,Unhealthy,1,Good,42,Good,0,Good,150,Unhealthy
Austria,Kapfenberg,61,Moderate,1,Good,36,Good,0,Good,61,Moderate
Zambia,Kapiri Mposhi,33,Good,1,Good,17,Good,0,Good,33,Good
Bulgaria,Karlovo,66,Moderate,1,Good,41,Good,0,Good,66,Moderate
Burundi,Karuzi,45,Good,1,Good,20,Good,0,Good,45,Good
Russian Federation,Katav Ivanovsk,34,Good,1,Good,34,Good,0,Good,25,Good
Sweden,Katrineholm,31,Good,1,Good,31,Good,0,Good,11,Good
Russian Federation,Kayerkan,33,Good,1,Good,29,Good,0,Good,33,Good
Iran (Islamic Republic Of),Kermanshah,62,Moderate,1,Good,62,Moderate,0,Good,41,Good
India,Sardarshahr,447,Hazardous,1,Good,49,Good,0,Good,355,Hazardous
Thailand,Selaphum,50,Good,1,Good,28,Good,0,Good,50,Good
Malaysia,Semenyih,72,Moderate,2,Good,36,Good,1,Good,72,Moderate
Kazakhstan,Semey,42,Good,1,Good,42,Good,0,Good,15,Good
United States Of America,Shakopee,55,Moderate,1,Good,33,Good,5,Good,55,Moderate
Italy,San Giovanni In Persiceto,73,Moderate,1,Good,43,Good,2,Good,73,Moderate
Italy,San Lazzaro Di Savena,63,Moderate,1,Good,43,Good,2,Good,63,Moderate
Spain,Sant Cugat Del Valles,50,Good,1,Good,35,Good,5,Good,50,Good
Portugal,Sao Pedro Da Cova,29,Good,1,Good,29,Good,3,Good,21,Good
Brazil,Sao Sebastiao Do Paraiso,42,Good,1,Good,5,Good,2,Good,42,Good
Brazil,Sarandi,45,Good,1,Good,5,Good,3,Good,45,Good
Romania,Reghin,45,Good,1,Good,40,Good,0,Good,45,Good
Republic Of North Macedonia,Resen,80,Moderate,1,Good,45,Good,1,Good,80,Moderate
Guatemala,Retalhuleu,100,Unhealthy For Sensitive Groups,3,Good,10,Good,10,Good,100,Unhealthy For Sensitive Groups
Chile,Rio Bueno,40,Good,0,Good,27,Good,1,Good,40,Good
South Africa,Robertson,160,Unhealthy,9,Good,5,Good,5,Good,160,Unhealthy
Ukraine,Romny,59,Moderate,1,Good,32,Good,0,Good,59,Moderate
France,Provins,56,Moderate,1,Good,30,Good,2,Good,56,Moderate
Argentina,Punta Alta,20,Good,0,Good,20,Good,0,Good,5,Good
China,Putai,193,Unhealthy,2,Good,193,Unhealthy,6,Good,128,Unhealthy For Sensitive Groups
Pakistan,Loralai,122,Unhealthy For Sensitive Groups,1,Good,44,Good,0,Good,122,Unhealthy For Sensitive Groups
Democratic Republic Of The Congo,Lubumbashi,71,Moderate,1,Good,25,Good,1,Good,71,Moderate
China,Mabai,70,Moderate,2,Good,70,Moderate,0,Good,60,Moderate
United States Of America,North Mankato,59,Moderate,1,Good,36,Good,3,Good,59,Moderate
United Kingdom Of Great Britain And Northern Ireland,North Shields,32,Good,0,Good,32,Good,1,Good,13,Good
United States Of America,Northport,63,Moderate,2,Good,19,Good,16,Good,63,Moderate
Slovakia,Nove Zamky,81,Moderate,1,Good,42,Good,1,Good,81,Moderate
United States Of America,Nutley,72,Moderate,2,Good,20,Good,18,Good,72,Moderate
Mexico,Navolato,68,Moderate,1,Good,24,Good,3,Good,68,Moderate
Zambia,Nchelenge,59,Moderate,1,Good,24,Good,0,Good,59,Moderate
Central African Republic,Ndele,69,Moderate,2,Good,8,Good,0,Good,69,Moderate
Greece,Nea Alikarnassos,78,Moderate,1,Good,41,Good,1,Good,78,Moderate
Russian Federation,Nikolsk,57,Moderate,1,Good,36,Good,0,Good,57,Moderate
United States Of America,Morton Grove,63,Moderate,2,Good,10,Good,22,Good,63,Moderate
Germany,Muhlhausen,57,Moderate,2,Good,31,Good,6,Good,57,Moderate
India,Nagapattinam,64,Moderate,1,Good,37,Good,0,Good,64,Moderate
China,Nanma,115,Unhealthy For Sensitive Groups,2,Good,110,Unhealthy For Sensitive Groups,2,Good,115,Unhealthy For Sensitive Groups
China,Mianyang,71,Moderate,2,Good,71,Moderate,2,Good,62,Moderate
South Africa,Midrand,211,Very Unhealthy,15,Good,12,Good,19,Good,211,Very Unhealthy
United States Of America,Mishawaka,68,Moderate,2,Good,29,Good,8,Good,68,Moderate
Poland,Mogilno,44,Good,1,Good,34,Good,1,Good,44,Good
Japan,Moka,59,Moderate,1,Good,59,Moderate,1,Good,54,Moderate
France,Montesson,70,Moderate,2,Good,28,Good,5,Good,70,Moderate
United States Of America,Indiana,85,Moderate,2,Good,9,Good,33,Good,85,Moderate
Japan,Ino,34,Good,0,Good,34,Good,0,Good,13,Good
Brazil,Itabuna,50,Good,1,Good,9,Good,3,Good,50,Good
Brazil,Jaguaruana,25,Good,0,Good,14,Good,0,Good,25,Good
India,Jaleswar,80,Moderate,2,Good,40,Good,0,Good,80,Moderate
Syrian Arab Republic,Jaramana,167,Unhealthy,1,Good,50,Good,0,Good,167,Unhealthy
Brazil,Joanopolis,40,Good,1,Good,8,Good,3,Good,40,Good
Brazil,Joao Neiva,45,Good,1,Good,11,Good,2,Good,45,Good
India,Kakching,36,Good,1,Good,17,Good,0,Good,36,Good
Democratic Republic Of The Congo,Kindu,160,Unhealthy,6,Good,43,Good,1,Good,160,Unhealthy
United States Of America,King Of Prussia,54,Moderate,2,Good,27,Good,11,Good,54,Moderate
Japan,Kitakami,47,Good,1,Good,44,Good,2,Good,47,Good
Kenya,Kitui,45,Good,1,Good,20,Good,0,Good,45,Good
South Africa,Knysna,45,Good,1,Good,15,Good,1,Good,45,Good
Russian Federation,Korsakov,27,Good,1,Good,27,Good,0,Good,20,Good
India,Paradwip,132,Unhealthy For Sensitive Groups,3,Good,74,Moderate,1,Good,132,Unhealthy For Sensitive Groups
Brazil,Parnaiba,21,Good,0,Good,14,Good,0,Good,21,Good
Colombia,Pasto,19,Good,0,Good,8,Good,1,Good,19,Good
Brazil,Pedra,25,Good,0,Good,11,Good,1,Good,25,Good
Thailand,Phak Hai,54,Moderate,1,Good,25,Good,1,Good,54,Moderate
Thailand,Phanat Nikhom,53,Moderate,1,Good,18,Good,1,Good,53,Moderate
United States Of America,Omaha,43,Good,1,Good,40,Good,4,Good,43,Good
Italy,Orbetello,63,Moderate,1,Good,47,Good,0,Good,63,Moderate
Russian Federation,Ostrov,34,Good,1,Good,34,Good,0,Good,34,Good
United States Of America,Owatonna,58,Moderate,1,Good,35,Good,3,Good,58,Moderate
Pakistan,Paharpur,174,Unhealthy,3,Good,149,Unhealthy For Sensitive Groups,0,Good,174,Unhealthy
Netherlands,Drimmelen,40,Good,1,Good,31,Good,5,Good,40,Good
Germany,Dusseldorf,53,Moderate,1,Good,28,Good,6,Good,53,Moderate
United States Of America,Dyer,65,Moderate,2,Good,23,Good,13,Good,65,Moderate
United States Of America,East Orange,68,Moderate,2,Good,21,Good,16,Good,68,Moderate
United Kingdom Of Great Britain And Northern Ireland,East Retford,35,Good,1,Good,35,Good,3,Good,15,Good
United States Of America,El Mirage,66,Moderate,1,Good,8,Good,18,Good,66,Moderate
Turkey,Emirdag,75,Moderate,1,Good,36,Good,0,Good,75,Moderate
Italy,Francavilla Al Mare,51,Moderate,1,Good,46,Good,1,Good,51,Moderate
Germany,Frankenthal,71,Moderate,2,Good,25,Good,6,Good,71,Moderate
Italy,Fucecchio,63,Moderate,1,Good,41,Good,3,Good,63,Moderate
Italy,Gallarate,68,Moderate,1,Good,36,Good,2,Good,68,Moderate
Italy,Gardone Val Trompia,74,Moderate,1,Good,30,Good,3,Good,74,Moderate
United States Of America,Garfield,72,Moderate,2,Good,19,Good,18,Good,72,Moderate
France,Garges Les Gonesse,71,Moderate,2,Good,28,Good,5,Good,71,Moderate
France,Gien,39,Good,1,Good,31,Good,2,Good,39,Good
Spain,Erandio,55,Moderate,1,Good,16,Good,4,Good,55,Moderate
Pakistan,Faqirwali,170,Unhealthy,3,Good,150,Unhealthy,0,Good,170,Unhealthy
Mexico,Felipe Carrillo Puerto,86,Moderate,1,Good,25,Good,0,Good,86,Moderate
United States Of America,Fort Lauderdale,61,Moderate,1,Good,19,Good,11,Good,61,Moderate
Haiti,Gonaives,96,Moderate,2,Good,25,Good,3,Good,96,Moderate
Poland,Gubin,67,Moderate,1,Good,38,Good,2,Good,67,Moderate
Philippines,Guiljungan,50,Good,1,Good,16,Good,0,Good,50,Good
Netherlands,Haarlemmermeer,46,Good,1,Good,34,Good,4,Good,46,Good
Germany,Hammelburg,62,Moderate,1,Good,36,Good,3,Good,62,Moderate
Romania,Harsova,41,Good,1,Good,41,Good,0,Good,32,Good
United States Of America,Harwich,37,Good,1,Good,37,Good,3,Good,15,Good
Belgium,Herentals,62,Moderate,1,Good,23,Good,8,Good,62,Moderate
China,Hohhot,64,Moderate,1,Good,44,Good,2,Good,64,Moderate
Germany,Holzgerlingen,61,Moderate,1,Good,37,Good,2,Good,61,Moderate
Angola,Huambo,28,Good,1,Good,21,Good,0,Good,28,Good
China,Hulan,65,Moderate,2,Good,47,Good,2,Good,65,Moderate
India,Idar,159,Unhealthy,1,Good,35,Good,0,Good,159,Unhealthy
United Republic Of Tanzania,Igurusi,28,Good,1,Good,18,Good,0,Good,28,Good
Canada,Dawson Creek,62,Moderate,2,Good,32,Good,0,Good,62,Moderate
China,Daye,76,Moderate,3,Good,52,Moderate,4,Good,76,Moderate
Pakistan,Diplo,167,Unhealthy,1,Good,35,Good,0,Good,167,Unhealthy
India,Dirba,178,Unhealthy,4,Good,178,Unhealthy,1,Good,168,Unhealthy
Iran (Islamic Republic Of),Do Gonbadan,80,Moderate,1,Good,48,Good,0,Good,80,Moderate
Brazil,Dois Vizinhos,45,Good,1,Good,4,Good,3,Good,45,Good
Hungary,Pilisvorosvar,74,Moderate,1,Good,42,Good,2,Good,74,Moderate
Brazil,Pirapora,46,Good,1,Good,2,Good,3,Good,46,Good
Sri Lanka,Point Pedro,56,Moderate,0,Good,30,Good,0,Good,56,Moderate
Brazil,Porto Uniao,26,Good,0,Good,11,Good,1,Good,26,Good
Slovakia,Povazska Bystrica,66,Moderate,1,Good,40,Good,1,Good,66,Moderate
China,Dangtu,181,Unhealthy,9,Good,2,Good,39,Good,181,Unhealthy
Costa Rica,Daniel Flores,50,Good,1,Good,23,Good,1,Good,50,Good
India,Daosa,172,Unhealthy,3,Good,98,Moderate,3,Good,172,Unhealthy
Pakistan,Daud Khel,180,Unhealthy,3,Good,113,Unhealthy For Sensitive Groups,2,Good,180,Unhealthy
United Kingdom Of Great Britain And Northern Ireland,Dawlish,37,Good,1,Good,31,Good,1,Good,37,Good
Iran (Islamic Republic Of),Dehloran,125,Unhealthy For Sensitive Groups,1,Good,43,Good,0,Good,125,Unhealthy For Sensitive Groups
United States Of America,Delano,46,Good,1,Good,24,Good,3,Good,46,Good
Russian Federation,Derbent,44,Good,1,Good,35,Good,0,Good,44,Good
India,Dergaon,97,Moderate,4,Good,13,Good,7,Good,97,Moderate
India,Dhamtari,154,Unhealthy,2,Good,49,Good,1,Good,154,Unhealthy
United States Of America,Dumont,53,Moderate,1,Good,46,Good,3,Good,53,Moderate
United States Of America,East Providence,51,Moderate,1,Good,44,Good,2,Good,51,Moderate
Venezuela (Bolivarian Republic Of),El Cafetal,64,Moderate,1,Good,36,Good,1,Good,64,Moderate
South Africa,Empangeni,53,Moderate,1,Good,28,Good,0,Good,53,Moderate
Brazil,Nao Me Toque,21,Good,0,Good,21,Good,0,Good,17,Good
United States Of America,Naples,31,Good,0,Good,31,Good,0,Good,24,Good
Mexico,Naucalpan,194,Unhealthy,2,Good,40,Good,5,Good,194,Unhealthy
Russian Federation,Neftegorsk,45,Good,1,Good,45,Good,0,Good,10,Good
Romania,Negresti,52,Moderate,1,Good,51,Moderate,0,Good,52,Moderate
